name,online_order,book_table,rate,votes,location,restaurant_type,cuisines,approx_cost,listed_type,listed_city
Kollapuri's,False,False,3.9,206,Basavanagudi,Quick Bites,"South Indian, Mangalorean",450,Delivery,Banashankari
Sugar Stars Co,False,False,,0,Basavanagudi,Bakery,"Bakery, Desserts",300,Delivery,Banashankari
Bombay Kulfis,False,False,,0,JP Nagar,Dessert Parlor,Ice Cream,200,Delivery,Banashankari
Kadamba Classic,False,False,3.6,16,Mysore Road,Quick Bites,South Indian,300,Delivery,Banashankari
RS Shiv Sagar,False,False,3.7,217,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian, Fast Food, Juices",450,Delivery,Banashankari
Kholi Mane,False,False,3.6,46,Basavanagudi,Quick Bites,"Andhra, South Indian, Biryani, North Indian",450,Delivery,Banashankari
Harshi Super Sandwich,False,False,3.8,148,Basavanagudi,Quick Bites,"Fast Food, Street Food",150,Delivery,Banashankari
Cake Yard,False,False,3.4,30,Basavanagudi,Dessert Parlor,Desserts,250,Delivery,Banashankari
Rosewood International Hotel - Bar & Restaurant,False,False,3.6,8,Mysore Road,Casual Dining,"North Indian, South Indian, Andhra, Chinese",800,Delivery,Banashankari
Sri Udupi Veg,False,False,3.3,4,Jayanagar,Quick Bites,South Indian,250,Delivery,Banashankari
Cake Art,False,False,3.5,15,Basavanagudi,"Bakery, Quick Bites",Bakery,400,Delivery,Banashankari
Aahar Cafe,False,False,,0,Basavanagudi,Quick Bites,South Indian,100,Delivery,Banashankari
Akash Gowdru Biryani Center,False,False,,0,Uttarahalli,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
New Sri Udupi Restaurant,False,False,,0,Jayanagar,Quick Bites,"North Indian, South Indian, Chinese, Beverages, Fast Food",200,Delivery,Banashankari
Potato House,True,False,3.4,9,Uttarahalli,Quick Bites,Street Food,200,Delivery,Banashankari
Hotel Biriyani Counter,False,False,,0,Vijay Nagar,Quick Bites,"North Indian, Chinese, Biryani",350,Delivery,Banashankari
Matru Sagar,True,False,3.7,31,Mysore Road,Quick Bites,"South Indian, North Indian",300,Delivery,Banashankari
Ugadi,True,False,2.9,177,Jayanagar,Casual Dining,"North Indian, Chinese, Biryani, Andhra, Mangalorean",700,Delivery,Banashankari
Sri Krishna Sweets,True,False,3.7,22,Basavanagudi,Sweet Shop,"Mithai, Desserts",250,Delivery,Banashankari
In Time Cane Juice,True,False,3.5,10,Kumaraswamy Layout,Beverage Shop,"Juices, Beverages",100,Delivery,Banashankari
Subway,True,False,3.7,136,Banashankari,Quick Bites,"Salad, Fast Food",600,Delivery,Banashankari
Daal Roti,True,False,2.9,35,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",250,Delivery,Banashankari
The Lassi Park,True,False,4.1,185,Jayanagar,Quick Bites,"Juices, Desserts",200,Delivery,Banashankari
Cafe Coffee Day,True,False,3.2,17,Jayanagar,Cafe,"Cafe, Fast Food",900,Delivery,Banashankari
A2B - Adyar Ananda Bhavan,True,False,3.8,155,Mysore Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400,Delivery,Banashankari
Srikrishna Bhavan,True,False,3.8,42,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Banashankari
Timepass Dinner,True,False,3.8,286,Basavanagudi,Casual Dining,North Indian,600,Delivery,Banashankari
Green Gardenia,True,False,3.8,160,Banashankari,Casual Dining,"North Indian, Chinese",700,Delivery,Banashankari
J Spice,True,False,3.8,59,Banashankari,Casual Dining,"North Indian, Chinese",750,Delivery,Banashankari
Karavali Family Restaurant,True,False,3.5,90,Jayanagar,Casual Dining,"Seafood, Biryani, South Indian, North Indian, Chinese",500,Delivery,Banashankari
Karavali Lunch Home,True,False,3.7,51,Kumaraswamy Layout,Quick Bites,"South Indian, Mangalorean",350,Delivery,Banashankari
Hatti Kaapi,True,False,4.0,89,Jayanagar,Quick Bites,"South Indian, Beverages",200,Delivery,Banashankari
Kolkata Kathi Roll's,True,False,3.6,18,Banashankari,Quick Bites,"Fast Food, Rolls",250,Delivery,Banashankari
Upahara Darshini,True,False,3.9,40,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian, Fast Food",600,Delivery,Banashankari
The Chaat Shop,True,False,2.5,35,Basavanagudi,Quick Bites,Fast Food,200,Delivery,Banashankari
Anda Ka Funda,True,False,3.4,89,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls",250,Delivery,Banashankari
Shri Vinayaka Ice N Juice,True,False,3.2,11,Basavanagudi,Quick Bites,"Beverages, Fast Food",150,Delivery,Banashankari
My Tea House,True,False,3.6,62,Banashankari,"Quick Bites, Cafe","Italian, Fast Food, Cafe, European",600,Delivery,Banashankari
Ibaco,True,False,3.9,33,Jayanagar,Dessert Parlor,Desserts,300,Delivery,Banashankari
Jalaram Sweets,True,False,3.8,32,Jayanagar,Sweet Shop,"Desserts, Mithai",250,Delivery,Banashankari
Samskruti - Sanman Gardenia,True,False,4.1,139,Jayanagar,Casual Dining,"North Indian, Chinese, South Indian",550,Delivery,Banashankari
Bendakaluru Bytes,True,False,3.2,154,Vijay Nagar,Quick Bites,Fast Food,300,Delivery,Banashankari
Cocoa Bakes,True,False,3.6,14,Banashankari,Bakery,"Bakery, Desserts",350,Delivery,Banashankari
Chumma Delicious,True,False,3.7,237,Banashankari,Quick Bites,"South Indian, Fast Food",200,Delivery,Banashankari
New Prashanth Hotel,True,False,3.9,388,Banashankari,Casual Dining,"Biryani, North Indian, Seafood, Andhra",650,Delivery,Banashankari
SSV Upahar,True,False,,0,Jayanagar,Quick Bites,"South Indian, Chinese",300,Delivery,Banashankari
Dwaraka Grand,True,False,3.9,128,Kumaraswamy Layout,Casual Dining,"South Indian, Chinese, Street Food, Juices",500,Delivery,Banashankari
Gufha - The President Hotel,True,True,4.1,1875,Jayanagar,Casual Dining,"North Indian, Afghani, Mughlai",1200,Delivery,Banashankari
Cafe Vivacity,True,False,3.8,90,Banashankari,Cafe,Cafe,650,Delivery,Banashankari
Tanna's Kitchen,True,False,3.1,7,Kumaraswamy Layout,Quick Bites,"Italian, Chinese, Street Food",250,Delivery,Banashankari
Shree Mandarathi Grand,True,False,3.7,38,Uttarahalli,Casual Dining,"South Indian, North Indian",400,Delivery,Banashankari
Mojo Pizza - 2X Toppings,True,False,4.2,179,Banashankari,Delivery,Pizza,600,Delivery,Banashankari
Iceberg Icecreams,True,False,4.0,43,Basavanagudi,Dessert Parlor,"Desserts, Ice Cream",250,Delivery,Banashankari
South Kitchen,True,False,4.3,275,Basavanagudi,Quick Bites,South Indian,100,Delivery,Banashankari
Chung Wah,True,False,3.7,323,Jayanagar,Casual Dining,"Chinese, Thai, Momos",850,Delivery,Banashankari
Shanthi Sagar,True,False,3.1,28,Uttarahalli,Casual Dining,"South Indian, North Indian, Chinese",400,Delivery,Banashankari
Millet Mama,True,False,3.9,18,Basavanagudi,Quick Bites,"South Indian, Healthy Food",200,Delivery,Banashankari
Bangarpet Chat Express,True,False,3.3,6,Basavanagudi,Quick Bites,"Street Food, Fast Food",100,Delivery,Banashankari
South Cool Point,True,False,,0,Basavanagudi,Dessert Parlor,Beverages,100,Delivery,Banashankari
Prems Graama Bhojanam,True,False,4.3,322,Jayanagar,Casual Dining,South Indian,400,Delivery,Banashankari
Java City,True,False,2.6,157,Jayanagar,Cafe,"Cafe, American, Pizza",450,Delivery,Banashankari
Kamat Bugle Rock,True,False,3.9,543,Basavanagudi,Quick Bites,"South Indian, Fast Food",300,Delivery,Banashankari
Woodee Pizza,True,False,3.7,180,Banashankari,Cafe,"Cafe, Pizza, Fast Food, Beverages",500,Delivery,Banashankari
Puliyogare Point,True,False,4.2,444,Basavanagudi,Quick Bites,South Indian,100,Delivery,Banashankari
Bangalore Agarwal Bhavan,True,False,3.9,134,Jayanagar,Quick Bites,"Street Food, North Indian, South Indian",400,Delivery,Banashankari
Rustic Stove,True,False,3.8,577,Jayanagar,Casual Dining,"North Indian, South Indian, Biryani, Beverages",900,Delivery,Banashankari
Udupi Ruchi Grand,True,False,4.2,60,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Delivery,Banashankari
De Thaali,True,False,3.9,144,Jayanagar,Casual Dining,"North Indian, Chinese, Rolls",550,Delivery,Banashankari
Spice Elephant,True,False,4.1,787,Banashankari,Casual Dining,"Chinese, North Indian, Thai",800,Delivery,Banashankari
Just Thindi,True,False,3.6,16,Basavanagudi,Quick Bites,South Indian,200,Delivery,Banashankari
Matru Sagar,True,False,3.6,84,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery,Banashankari
Vasanth Vihar - Since 1965,True,False,3.6,95,Banashankari,Quick Bites,"South Indian, Street Food",150,Delivery,Banashankari
Sea Spice by 7 Star,True,True,4.0,349,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200,Delivery,Banashankari
Desi Dawat,True,False,3.7,248,Kumaraswamy Layout,Quick Bites,"North Indian, Fast Food",400,Delivery,Banashankari
Cafe Aira,True,False,4.1,216,Basavanagudi,Cafe,"Cafe, Continental, Beverages, Desserts",500,Delivery,Banashankari
Donne Biriyani combos,True,False,,0,Kumaraswamy Layout,Casual Dining,Biryani,400,Delivery,Banashankari
Penthouse Cafe,True,False,4.0,324,Banashankari,Cafe,"Cafe, Italian, Continental",700,Delivery,Banashankari
Mast Punjabi,True,False,2.6,231,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese, Rolls, Biryani, Kebab",400,Delivery,Banashankari
South Grand,True,False,3.4,102,Uttarahalli,Casual Dining,"South Indian, North Indian, Chinese, Beverages",400,Delivery,Banashankari
Catch-up-ino,True,False,3.9,133,Banashankari,Cafe,"Cafe, Fast Food, Continental, Chinese, Momos",800,Delivery,Banashankari
The Pizzeria,True,False,2.8,45,Banashankari,Casual Dining,"Pizza, Italian, Salad",800,Delivery,Banashankari
Cafe Zone,True,False,3.9,149,Kumaraswamy Layout,Quick Bites,"Fast Food, Chinese, Rolls",300,Delivery,Banashankari
Ruchis Point,True,False,3.8,75,Banashankari,Quick Bites,"Fast Food, Chinese",200,Delivery,Banashankari
Firangi Bake,True,False,4.0,53,Rajarajeshwari Nagar,Delivery,"Mexican, Italian",600,Delivery,Banashankari
The Royal Corner - Pai Viceroy,True,True,4.2,815,Jayanagar,Casual Dining,"North Indian, Chinese",900,Delivery,Banashankari
Hara Fine Dine,True,True,4.0,633,Banashankari,Casual Dining,"North Indian, Chinese",800,Delivery,Banashankari
Chocoberry,True,False,3.5,56,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages",400,Delivery,Banashankari
Dakshin Grand,True,False,3.0,82,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,Delivery,Banashankari
Sandwichwallas,True,False,3.7,35,Jayanagar,Quick Bites,Fast Food,200,Delivery,Banashankari
Chai Mane,True,False,3.6,20,Basavanagudi,Quick Bites,"Juices, Fast Food",150,Delivery,Banashankari
SLV Upachar,True,False,3.1,14,Kumaraswamy Layout,Quick Bites,"South Indian, Chinese, Street Food",250,Delivery,Banashankari
Waffle-A-Go Go,True,False,3.9,70,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400,Delivery,Banashankari
Cross Road Cafe,True,False,3.9,91,Jayanagar,Cafe,"Cafe, Fast Food, Chinese",300,Delivery,Banashankari
Anand Donne Biriyani,True,False,3.6,45,Jayanagar,Quick Bites,Biryani,200,Delivery,Banashankari
Seven Star,True,False,3.4,7,Banashankari,Quick Bites,"North Indian, Chinese",250,Delivery,Banashankari
Stop 'N' Joy,True,False,3.8,28,Banashankari,Quick Bites,Fast Food,150,Delivery,Banashankari
Sri Yaksha Shiv Sagar,True,False,3.6,24,Banashankari,Casual Dining,"North Indian, Chinese",600,Delivery,Banashankari
Fudge,True,False,3.8,36,Basavanagudi,Dessert Parlor,"Desserts, Momos",200,Delivery,Banashankari
Just Bunny,True,False,3.5,11,Jayanagar,Quick Bites,Fast Food,200,Delivery,Banashankari
Bakers Town,True,False,3.8,77,Kumaraswamy Layout,Cafe,"Cafe, Continental, Fast Food",650,Delivery,Banashankari
Shree Mahalakshmi Sweets,True,False,3.2,8,Banashankari,Sweet Shop,"Mithai, Street Food",100,Delivery,Banashankari
Kaapi Kendra,True,False,3.7,14,Jayanagar,Quick Bites,South Indian,100,Delivery,Banashankari
Ivy,True,False,3.8,210,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Fast Food",600,Delivery,Banashankari
The Airos,True,False,4.1,130,Jayanagar,Cafe,"Cafe, Italian, Pizza",650,Delivery,Banashankari
Chai Kraft,True,False,4.1,30,Jayanagar,Beverage Shop,"Beverages, Tea",100,Delivery,Banashankari
Kirthi's Biryani,True,False,3.8,144,Banashankari,Cafe,"Chinese, Cafe, Italian",700,Delivery,Banashankari
South Point Pub,True,False,3.4,11,Basavanagudi,Bar,"North Indian, Seafood, Chinese",800,Delivery,Banashankari
The Trundle,True,False,3.7,133,Jayanagar,Casual Dining,"Chinese, Thai, Continental, North Indian",700,Delivery,Banashankari
The Krishna Grand Xpress,True,False,4.0,136,Jayanagar,Quick Bites,"South Indian, Fast Food",350,Delivery,Banashankari
Sri Krishna Darshini,True,False,3.1,4,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",200,Delivery,Banashankari
Shringar Sweets & Snacks,True,False,3.5,11,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, South Indian, Street Food, Fast Food",200,Delivery,Banashankari
Udupi Grand,True,False,3.8,74,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Banashankari
Ganesh Grand,True,False,3.7,30,Basavanagudi,Quick Bites,"South Indian, North Indian, Desserts",300,Delivery,Banashankari
Shreyas Upahar & Burger Point,True,False,3.0,7,Basavanagudi,Quick Bites,"South Indian, Burger",200,Delivery,Banashankari
Coffee Tindi,True,False,3.8,75,Banashankari,"Cafe, Quick Bites","Cafe, South Indian",200,Delivery,Banashankari
Little Cafe,True,False,3.7,54,Basavanagudi,Cafe,"Cafe, Beverages",600,Delivery,Banashankari
Mumbai Badam Milk & Lassi Center,True,False,3.6,23,Basavanagudi,Kiosk,"Beverages, Desserts",100,Delivery,Banashankari
Sri Krishna Sagar,True,False,3.2,119,Banashankari,Casual Dining,"North Indian, Chinese",400,Delivery,Banashankari
Mylari Biryani Family Restaurant,True,False,3.7,73,Banashankari,Quick Bites,"Biryani, Fast Food",400,Delivery,Banashankari
1980s Games Cafe,True,False,3.4,58,Basavanagudi,Cafe,"Cafe, Fast Food",400,Delivery,Banashankari
Kadala Tarangaa,True,False,3.6,129,Banashankari,Casual Dining,"Mangalorean, Seafood, North Indian",600,Delivery,Banashankari
Namma Biryani,True,False,3.6,24,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",250,Delivery,Banashankari
Nandhanu's Rasoi,True,False,3.0,175,Kumaraswamy Layout,Quick Bites,"Chinese, North Indian",400,Delivery,Banashankari
Hotel Pork Paradise,True,False,3.7,21,Mysore Road,Quick Bites,South Indian,300,Delivery,Banashankari
As On Fire,True,False,3.5,41,South Bangalore,Food Truck,"Pizza, Fast Food, BBQ",400,Delivery,Banashankari
J K Fish Land,True,False,3.6,35,Jayanagar,Quick Bites,"Seafood, Mangalorean",300,Delivery,Banashankari
Curry Leaves,True,False,4.1,176,Basavanagudi,Casual Dining,"Andhra, North Indian, Chinese",800,Delivery,Banashankari
Lassi Shop,True,False,3.5,45,Banashankari,Beverage Shop,"Beverages, Ice Cream, Fast Food",300,Delivery,Banashankari
Magic Meals,True,False,3.7,47,Jayanagar,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",400,Delivery,Banashankari
Desi Cream Junction,True,True,3.7,36,Jayanagar,Casual Dining,"Chinese, North Indian, Pizza, Italian",650,Delivery,Banashankari
Drunken Monkey,True,False,3.8,52,Kumaraswamy Layout,"Beverage Shop, Quick Bites","Beverages, Fast Food",400,Delivery,Banashankari
Ruchi's Corner,True,False,2.7,123,Banashankari,Quick Bites,Fast Food,200,Delivery,Banashankari
Tandoori Bytes,True,False,3.6,59,Kumaraswamy Layout,Casual Dining,North Indian,700,Delivery,Banashankari
Bangalore Donne Biriyani,True,False,3.2,4,Kumaraswamy Layout,Quick Bites,"South Indian, Biryani",300,Delivery,Banashankari
SGS Non Veg - Gundu Pulav,True,False,3.8,101,Banashankari,Quick Bites,"Biryani, Fast Food",400,Delivery,Banashankari
Keventers,True,False,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Delivery,Banashankari
Sree Sagar,True,False,,0,Banashankari,Quick Bites,South Indian,200,Delivery,Banashankari
Navi Food Point,True,False,3.6,22,Basavanagudi,Quick Bites,Fast Food,200,Delivery,Banashankari
Shawarma Inc,True,False,3.1,31,Banashankari,Takeaway,"Rolls, Lebanese",250,Delivery,Banashankari
The Cafe Nuts and Bolts,True,False,3.0,29,Kumaraswamy Layout,Cafe,"Cafe, Fast Food, Chinese",500,Delivery,Banashankari
AM WOW,True,False,3.4,6,Jayanagar,Beverage Shop,Beverages,100,Delivery,Banashankari
Lalbagh Grand,True,False,3.0,22,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery,Banashankari
Funjabi Curries,True,False,2.9,11,Banashankari,Quick Bites,North Indian,500,Delivery,Banashankari
Eat Repeat,True,False,3.9,101,Basavanagudi,Quick Bites,South Indian,150,Delivery,Banashankari
Salut,True,True,4.1,442,Jayanagar,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",1200,Delivery,Banashankari
Nammura Donne Biriyani,True,False,3.5,155,Basavanagudi,Quick Bites,"Biryani, Fast Food",400,Delivery,Banashankari
Lassi Stop,True,False,3.4,12,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150,Delivery,Banashankari
Dakshin Kitchen,True,False,3.6,15,Basavanagudi,Quick Bites,South Indian,100,Delivery,Banashankari
Sri Sai Cafe,True,False,3.5,10,Basavanagudi,Quick Bites,South Indian,200,Delivery,Banashankari
Sri Sai 99 Variety Dosa,True,False,3.8,25,Banashankari,Quick Bites,South Indian,300,Delivery,Banashankari
Utsav Restaurant,True,False,3.8,61,Banashankari,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
Crunch and Munch,True,False,3.7,23,Uttarahalli,Quick Bites,"Chinese, Street Food, Ice Cream",300,Delivery,Banashankari
Food Geek,True,False,3.8,25,Basavanagudi,Quick Bites,"Sandwich, Fast Food, Rolls",350,Delivery,Banashankari
Sri Krishna Aramane,True,False,3.7,40,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",200,Delivery,Banashankari
Great Indian Rolls,True,False,3.3,4,Basavanagudi,Quick Bites,Rolls,100,Delivery,Banashankari
Chats Point,True,False,3.4,8,Basavanagudi,Quick Bites,"Fast Food, Street Food",150,Delivery,Banashankari
Food Point,True,False,3.5,32,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
Swarga Ruchi,True,False,3.3,10,Basavanagudi,Quick Bites,South Indian,200,Delivery,Banashankari
Kolkata King,True,False,3.4,6,Basavanagudi,Quick Bites,"Fast Food, Rolls",300,Delivery,Banashankari
Sandwich Mama's And Frozen Monster,True,False,3.8,53,Jayanagar,Quick Bites,"Ice Cream, Beverages, Fast Food",250,Delivery,Banashankari
New Rajadhani Spicy,True,False,3.7,67,Kumaraswamy Layout,Casual Dining,North Indian,700,Delivery,Banashankari
Big Mishra Pedha,True,False,2.9,23,Jayanagar,Sweet Shop,Mithai,250,Delivery,Banashankari
VEGeatz,True,False,3.4,19,Banashankari,Quick Bites,"South Indian, North Indian",200,Delivery,Banashankari
Foodizo,True,False,3.6,24,Banashankari,Quick Bites,"Desserts, Fast Food, Continental",300,Delivery,Banashankari
Food Springs,True,False,4.0,232,Jayanagar,Quick Bites,"South Indian, Chinese",400,Delivery,Banashankari
Chung's Chinese Corner,True,False,3.9,221,Jayanagar,Casual Dining,Chinese,700,Delivery,Banashankari
Eurasia Pasta and Barbeque by Little Italy,True,True,4.1,1063,Jayanagar,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",1200,Delivery,Banashankari
Goli Vada Pav No. 1,True,False,3.7,93,Basavanagudi,Quick Bites,Street Food,200,Delivery,Banashankari
Ragoo's,True,False,3.9,233,Jayanagar,Casual Dining,"Italian, Pizza, North Indian, Salad",800,Delivery,Banashankari
Pure & Natural,True,False,3.9,211,Jayanagar,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",500,Delivery,Banashankari
